epoch,acc,loss,val_acc,val_loss
0,0.41892786233555274,1.5836473726346794,0.5769016439285608,1.2618005038569917
1,0.5909296736256647,1.2213166981656256,0.6617442184618569,0.9908122848288599
2,0.6536277822534834,1.0470294967880776,0.699359152984008,0.8927800982202385
3,0.6809014594352683,0.960951597633114,0.7089718584646983,0.8724780113924908
4,0.6998502212182129,0.896637477773522,0.7233212594203412,0.8054229206745257
5,0.7125988366266766,0.8592070556699289,0.73962106437994,0.7633521152957631
6,0.7241283221206445,0.8229296482353857,0.7436611869684598,0.7370577501566439
7,0.7353094847931699,0.7832757347350692,0.7542490944718876,0.7168154500593014
8,0.7425197673120478,0.760545039298189,0.7522986904513241,0.7339028550841808
9,0.747117628589137,0.7456600462851793,0.7653942602479249,0.6801684598930701
10,0.7532829426644493,0.7248676834366713,0.7521593758790198,0.7229034581799533
11,0.757915636224098,0.7138401725963306,0.7573140150542776,0.7275169757323267
12,0.7628269880795172,0.6973662856755916,0.7701309557062698,0.6828245704105619
13,0.7679821658484918,0.6839118089902289,0.761214823078797,0.6783423648301723
14,0.7716743877935677,0.6763368861782143,0.777235998902091,0.6386008397487918
15,0.7735553310434747,0.6645146606754013,0.768737809991531,0.6727417834657385
16,0.7782576892180704,0.6505233455075503,0.7758428531707446,0.6369939958793468
17,0.777317217595193,0.6513010970273649,0.7850376149511298,0.6128894145457516
18,0.7806611166856079,0.6415013115256303,0.7768180551685706,0.6672832176658097
19,0.7837960221242654,0.6341761855679814,0.78071886319309,0.6293086633605192
20,0.7896478456503139,0.618730206663172,0.7828085817859577,0.6363891149570298
21,0.7896478456503139,0.6145938725414029,0.7913067707048216,0.6130910552155842
22,0.7913197952193972,0.6127447961531836,0.7860128169489558,0.6060704226014209
23,0.7953951722373326,0.5988719512408187,0.7903315686903879,0.6084953601993403
24,0.7933400675455619,0.6005732567670174,0.7847589857940656,0.628776192831176
25,0.7955693336501299,0.598122626178678,0.7818333797798279,0.6278589300605771
26,0.7980424257471476,0.5969154505716554,0.7839231005648977,0.6159194510468503
27,0.8022222996542847,0.5812038561801119,0.787684591816607,0.6170534698303511
28,0.8000975303828619,0.5810712492658225,0.7860128169572596,0.6146199327884991
29,0.8012469957280862,0.5759081271064374,0.7931178601323213,0.6039701064804133
30,0.8046605593981533,0.571033792108481,0.7890777375313458,0.611465533419418
31,0.8051830436718402,0.5659828813981892,0.7886597938227368,0.6139366081678359
32,0.8094325821357916,0.5552482519193297,0.7943716912789077,0.6031531714967912
33,0.8108607057082732,0.5579580169386108,0.7981331847394266,0.5910154940126068
34,0.8106865442539525,0.5524601405973391,0.7992477013178608,0.5807964879511857
35,0.8121495001339074,0.5462945003387277,0.7954862078573419,0.6005989458275958
36,0.8117315127369652,0.5467384600594498,0.7879632209612155,0.6067186053598382
37,0.8147967536582557,0.5399924413949171,0.79256060185556,0.5924248062292159
38,0.8154933993156737,0.5411122634562086,0.7839230983643919,0.6197384594874517
39,0.8186631370223575,0.5295508346737745,0.7929785455558651,0.603262225377191
40,0.8179316590325519,0.5274294390773577,0.8011981053218167,0.5890441920704814
41,0.8209620676089979,0.5249688323876415,0.7915853998411263,0.5976996522788119
42,0.8209968999185475,0.5215717407162151,0.7999442741793821,0.5964600833288041
43,0.8176530008135995,0.5264453982446522,0.8028698801977716,0.5850211301863641
44,0.8232958305467113,0.5171100412797743,0.8000835887516864,0.5828614863355567
45,0.8230520046248515,0.5165847072982419,0.8002229033156868,0.5786446756425094
46,0.82448012820979,0.5157248215215442,0.7917247144217344,0.6035166191304085
47,0.8246891218760805,0.5086381910732454,0.8016160490387294,0.5844595507347806
48,0.8299487965716277,0.5019382962762319,0.8003622178879911,0.5833612944495881
49,0.8271622139668696,0.505597564337325,0.7989690721732523,0.5852402086608687
50,0.8301229579283687,0.49860124571777076,0.8011981053218167,0.5862520518957921
51,0.8300881256458091,0.49865639098672443,0.7979938701671224,0.6040726606146344
52,0.8306106099464863,0.49353497427140763,0.796740039016384,0.6036043935049275
53,0.8305409453606056,0.4963558303213214,0.7975759264419058,0.6054764088896132
54,0.8317600752647205,0.49177785215633923,0.80105879076612,0.5953985078981175
55,0.8356961231378848,0.48512503173500854,0.8017553636110337,0.5898763722913715
56,0.838204047482167,0.4795591166252884,0.8038450821955977,0.5810001967311337
57,0.8337106830818226,0.48206682820305846,0.7953468933182528,0.5946638813321722
58,0.8479919189374363,0.4397265924586992,0.8109501253831151,0.5553555020252354
59,0.8573618029251737,0.4121490406921123,0.8113680691000279,0.5580628064390211
60,0.8592775784306501,0.40510414371196823,0.813039843967679,0.5546925305058014
61,0.8609843602968261,0.3963912138246627,0.8133184731455028,0.5591980544063965
62,0.860740534333443,0.3983238844399567,0.8141543605295055,0.5597113014496479
63,0.8637709429223459,0.3927177289419278,0.8159654500192838,0.5569203991051602
64,0.8658260475663648,0.38244163811262877,0.8144329897239369,0.5603661106701646
65,0.8643630917196284,0.3888644178383128,0.8168013374531093,0.5631049661192598
66,0.8675328294180077,0.3827250780850901,0.8161047645417652,0.5642869119094122
67,0.8680204813468502,0.37580745524041576,0.8180551685540249,0.5650700176947958
68,0.86826430739328,0.3746383043390867,0.8169406519755908,0.568476965248701
69,0.8676373262594576,0.37871035264761554,0.8184731122709377,0.5666959607259049
70,0.8715385419061189,0.3715016269063895,0.8195876288493718,0.5656828835801714
71,0.8706677348275988,0.36782784818390485,0.8193089997047632,0.5667765129904588
72,0.8702497474368851,0.372737987356054,0.8193089997047632,0.5636972930312456
